Generator loss,Critic loss,Gradient Penalty loss
-3.187469,-0.08784873,0.11273292
-0.5908277,-0.008379908,0.13258956
-2.660129,0.08151747,0.1754579
-3.314291,-0.15663673,0.043185238
-1.8648009,-0.74139905,0.20634297
-0.04545772,0.08342448,0.06015216
-4.1257524,0.24271427,0.05924205
-1.8565415,-0.253021,0.05199979
-2.0859332,0.09339726,1.8495611
-1.6957915,0.065642014,0.049462825
-1.7582026,0.091753304,0.06921304
-4.3553257,-0.00061841495,0.113996424
-2.1213243,-0.1305077,0.05261492
-3.761365,-0.22142941,0.045708213
-0.9085096,-0.089651704,0.04994369
-1.3213891,-0.22187683,0.04980059
-1.1992182,-0.07223911,0.05708281
-0.83815897,-0.10650037,0.04873379
-0.517748,-0.11407331,0.05480971
-0.76162636,-0.189223,0.043229673
-0.2701323,-0.39129356,0.07275229
-0.22637844,-0.7468597,0.17640315
-2.9736612,-0.05655709,0.0915587
-0.47000146,-0.12181981,0.08489255
-3.6666734,-0.052912258,0.13445948
-1.7741468,-0.035489097,0.12002456
-2.3328445,-0.13807592,0.06006206
-3.7175972,-0.12058336,0.11985597
1.8270125,-0.18303609,0.05884443
-0.3302642,-0.27030027,0.07093825
-2.662903,-0.18921334,0.03180894
-0.9597895,-0.1536888,0.06064941
-3.167829,-0.16174185,0.062168907
-1.5525794,-0.15243603,0.03874213
-1.6448213,0.011888555,0.106595635
-2.316739,-0.07157175,0.034424394
-3.066039,0.020030677,0.09166795
-5.2152343,-0.03809535,0.03883745
-3.967917,-0.13256454,0.0876833
-3.1730196,-0.048343524,0.04954457
-3.8335242,0.03522547,0.04270107
-1.198011,-0.16797958,0.042733256
-3.0613477,0.14288062,0.09283023
-1.9250412,-0.015249311,0.3142195
-4.2536774,-0.0863238,0.050080694
